Release_No	PGS_integ
ABBM080407	0.5179141617098264
ABBM013313	0.6866832124721947
ABBM071966	0.8329696444043183
ABBM070410	0.2974785977528129
ABBM015930	0.4928542504841355
ABBM012616	0.6660047978176032
ABBM071258	0.4904366200241956
ABBM071522	0.0390735979590239
ABBM016157	0.3255602517651829
ABBM018764	0.5606138652308126
ABBM074823	0.3625925970136638
ABBM078956	0.9798901200979286
ABBM074696	0.570764352176337
ABBM040088	0.3791349300932811
ABBM013857	0.8008942291906336
ABBM080519	0.7080521655197268
ABBM080434	0.5109394396009458
ABBM012280	0.3001075568627863
ABBM074850	0.2222905281940458
ABBM018744	0.0827903606220008
ABBM071124	0.6784680163186181
ABBM071671	0.316003175156842
ABBM071542	0.7724736143743021
ABBM071208	0.3865032406937961
ABBM013262	0.4118502537513657
ABBM012230	0.7608663271904749
ABBM070268	1.212517543529768
ABBM079070	0.3586755430093677
ABBM074908	0.5081982974510533
ABBM083621	0.6488617560352699
ABBM088905	0.5533162697076726
ABBM071501	0.108335234128582
ABBM021774	0.1976086927524447
ABBM080467	0.4512361040175314
ABBM012981	0.3013625328492337
ABBM070992	0.8055290122912814
ABBM071474	0.7942405256845407
ABBM100097	0.6319617295499662
ABBM071460	0.5725630092980752
ABBM071903	0.1680808929820214
ABBM003188	0.4308703504343256
ABBM014920	0.769737133362813
ABBM013763	0.8229872096402968
ABBM071010	0.3660068627758791
ABBM085355	0.6320537047957764
ABBM012868	1.0591900300660768
ABBM011339	0.8380468961348615
ABBM053793	0.7825368974155542
ABBM012520	0.6579167157738152
ABBM013775	0.599752517452192
ABBM079301	0.6612447427965424
ABBM069958	0.566563342787105
ABBM056092	0.4424798020823577
ABBM015693	0.2740939461198729
ABBM018381	0.4332604908560316
ABBM069820	0.5622768578671685
ABBM014860	0.6837450149757656
ABBM072174	0.5866041362956195
ABBM084147	0.553524485076714
ABBM063580	0.6556314588892755
ABBM013873	0.5736549767338404
ABBM074960	0.7692303614463324
ABBM075735	0.8301596479790982
ABBM101565	0.8780386157895926
ABBM077926	0.8669855973745348
ABBM078501	0.7988898948434441
ABBM012568	0.4910924574396642
ABBM069720	0.361876016190917
ABBM072031	0.5312140896015196
